verb,object,count
pass,judgment,13
pass,hour,13
pass,opportunity,12
pass,note,12
pass,night,11
pass,inspection,11
pass,inch,10
pass,day,10
pass,sun,10
pass,thing,9
pass,house,9
pass,station,9
pass,bill,8
pass,eye,8
pass,mind,8
pass,muster,8
pass,ball,7
pass,box,6
pass,tray,6
pass,chance,6
pass,head,6
pass,building,6
pass,side,6
pass,line,6
pass,information,5
pass,legislation,5
pass,exam,5
pass,sign,5
pass,drink,5
pass,street,5
pass,gate,5
pass,year,5
pass,group,5
pass,entrance,5
pass,floor,5
pass,man,4
pass,couple,4
pass,mark,4
pass,message,4
pass,surface,4
pass,site,4
pass,peak,4
pass,folder,4
pass,piece,4
pass,stuff,4
pass,bar,4
pass,menu,4
pass,place,4
pass,torch,4
pass,rope,4
pass,card,4
pass,jug,4
pass,town,4
pass,universe,4
pass,glance,4
pass,bone,4
pass,control,4
pass,shoulder,4
pass,stage,3
pass,cloud,3
pass,curtain,3
pass,noon,3
pass,feature,3
pass,equipment,3
pass,being,3
pass,port,3
pass,eternity,3
pass,coin,3
pass,wound,3
pass,flask,3
pass,island,3
pass,stack,3
pass,field,3
pass,ordinance,3
pasteurize,substitute,4
pat,hand,100
pat,shoulder,73
pat,arm,57
pat,head,26
pat,knee,19
pat,back,19
pat,pocket,16
pat,cheek,14
pat,hair,10
pat,leg,6
pat,chest,6
pat,bottom,5
pat,air,4
pat,mine,4
pat,top,3
pat,thigh,3
pat,spot,3
pat,seat,3
patrol,street,59
patrol,ground,34
patrol,area,25
patrol,perimeter,20
patrol,wall,18
patrol,road,10
patrol,run,6
patrol,fence,5
patrol,top,5
patrol,hall,4
patrol,water,4
patrol,place,4
patrol,port,3
patrol,line,3
patrol,platform,3
patrol,beat,3
patrol,border,3
patrol,man,3
patrol,hallway,3
patter,roof,3
pattern,ground,3
pause,moment,47
pause,dan,28
pause,table,28
pause,beat,24
pause,mid,6
pause,conversation,4
pave,way,18
paw,ground,37
paw,air,9
paw,earth,4
paw,turf,3
pay,attention,2482
pay,price,283
pay,mind,174
pay,heed,166
pay,visit,163
pay,money,153
pay,bill,145
pay,dollar,87
pay,rent,53
pay,bit,50
pay,lot,47
pay,debt,47
pay,fee,41
pay,taxis,41
pay,respect,33
pay,tribute,32
pay,fortune,31
pay,buck,28
pay,notice,28
pay,ransom,27
pay,homage,25
pay,dividend,25
pay,compliment,24
pay,cash,22
pay,sum,21
pay,amount,19
pay,salary,17
pay,way,16
pay,call,16
pay,wage,15
pay,premium,13
pay,thousand,12
pay,million,12
pay,tuition,11
pay,man,10
pay,expense,9
pay,cent,9
pay,fine,9
pay,bounty,8
pay,penalty,7
pay,mortgage,7
pay,deal,6
pay,due,6
pay,coin,6
pay,pittance,6
pay,grand,6
pay,interest,6
pay,service,6
pay,pound,6
pay,passage,5
pay,fare,5
pay,penny,5
pay,phone,5
pay,grandfather,4
pay,forfeit,4
pay,cost,4
pay,favor,4
pay,vacation,4
pay,freight,4
pay,advance,4
pay,tax,4
pay,wife,4
pay,claim,3
pay,people,3
pay,poet,3
pay,gold,3
peal,hour,6
pebble,skin,9
pebble,flesh,6
peck,eye,9
peck,way,6
pedal,air,3
pee,pant,12
peek,head,8
peek,top,5
peek,corner,3
peel,ginger,36
peel,garlic,18
peel,pepper,17
peel,layer,10
peel,tooth,9
peel,fang,6
peel,clove,5
peel,skin,4
peel,onion,4
peel,glove,3
peel,dress,3
peel,lip,3
peer,window,15
peer,door,4
peer,viewport,3
pelt,face,53
pelt,window,37
pelt,roof,18
pelt,windshield,15
pelt,skin,11
pelt,ground,8
pelt,body,7
pelt,car,6
pelt,back,5
pelt,glass,5
pelt,house,3
pelt,street,3
pen,letter,3
penetrate,skin,61
penetrate,fog,45
penetrate,thought,44
penetrate,wall,39
penetrate,mind,37
penetrate,brain,32
penetrate,darkness,30
penetrate,haze,27
penetrate,consciousness,23
penetrate,skull,22
penetrate,armor,18
penetrate,mouth,18
penetrate,gloom,15
penetrate,body,15
penetrate,mine,14
penetrate,canopy,14
penetrate,room,13
penetrate,window,12
penetrate,cloud,12
penetrate,ear,11
penetrate,her,11
penetrate,defense,11
penetrate,eye,10
penetrate,silence,9
penetrate,door,9
penetrate,nostril,9
penetrate,heart,8
penetrate,shield,8
penetrate,dream,8
penetrate,air,8
penetrate,shirt,8
penetrate,soul,8
penetrate,sens,7
penetrate,glass,6
penetrate,field,6
penetrate,blackness,6
penetrate,nose,6
penetrate,flesh,6
penetrate,shadow,6
penetrate,curtain,6
penetrate,stone,6
penetrate,awareness,6
penetrate,bone,5
penetrate,fur,5
penetrate,chest,5
penetrate,layer,4
penetrate,front,4
penetrate,head,4
penetrate,clothe,4
penetrate,space,4
penetrate,world,4
penetrate,chill,4
penetrate,atmosphere,4
penetrate,sol,4
penetrate,snow,4
penetrate,branch,4
penetrate,foot,4
penetrate,din,4
penetrate,material,4
penetrate,rage,4
penetrate,wood,4
penetrate,area,4
penetrate,pussy,4
penetrate,reach,4
penetrate,forest,3
penetrate,inch,3
penetrate,interior,3
penetrate,fold,3
penetrate,night,3
penetrate,eyelid,3
penetrate,cover,3
penetrate,surface,3
penetrate,one,3
people,brain,3
pepper,ground,7
pepper,air,6
pepper,skin,6
pepper,wall,6
pepper,face,6
pepper,vision,4
pepper,sky,3
pepper,kiss,3
perceive,thing,6
perceive,attitude,4
perceive,earth,3
perch,knee,3
perchance,guide,5
perform,duty,30
perform,ceremony,26
perform,act,23
perform,task,22
perform,dance,22
perform,rite,17
perform,surgery,15
perform,function,15
perform,miracle,15
perform,trick,14
perform,service,12
perform,ritual,11
perform,calculation,10
perform,job,10
perform,play,9
perform,autopsy,9
perform,marriage,8
perform,somersault,8
perform,work,8
perform,feat,7
perform,operation,7
perform,analysis,6
perform,action,6
perform,test,6
perform,song,5
perform,experiment,4
perform,kind,4
perform,search,4
perform,prodigy,4
perform,spell,4
perform,role,4
perform,activity,4
perform,step,3
perform,flip,3
perform,drill,3
perform,procedure,3
perform,examination,3
perform,deed,3
perfume,air,45
perfume,breath,3
perk,ear,12
permeate,air,273
permeate,room,103
permeate,sens,18
permeate,place,12
permeate,house,10
permeate,space,9
permeate,skin,9
permeate,nostril,8
permeate,kitchen,7
permeate,nose,7
permeate,wall,6
permeate,clothe,6
permeate,head,5
permeate,thought,4
permeate,area,4
permeate,office,3
permeate,clearing,3
permeate,ship,3
permeate,corner,3
persuade,man,5
persuade,community,4
persuade,enemy,3
peruse,body,15
peruse,form,3
peruse,room,3
pervade,room,26
pervade,air,17
pervade,house,6
pervade,being,5
pervade,place,4
pervade,limb,4
pervade,assembly,4
pervade,apartment,4
pet,dog,4
phone,police,4
photograph,scene,7
photograph,spot,3
photograph,man,3
pick,speed,603
pick,way,252
pick,pace,208
pick,phone,204
pick,sound,119
pick,scent,65
pick,beat,46
pick,voice,36
pick,call,32
pick,piece,30
pick,story,30
pick,body,27
pick,movement,24
pick,word,23
pick,path,23
pick,time,22
pick,rhythm,22
pick,trail,22
pick,bag,21
pick,man,20
pick,tab,19
pick,spot,19
pick,signal,17
pick,moment,17
pick,glass,17
pick,fight,16
pick,light,16
pick,conversation,16
pick,ship,15
pick,detail,15
pick,smell,14
pick,paper,14
pick,thing,14
pick,receiver,14
pick,weapon,13
pick,stick,13
pick,pocket,13
pick,telephone,12
pick,fruit,12
pick,head,12
pick,figure,12
pick,knife,12
pick,book,12
pick,hair,12
pick,object,11
pick,trace,11
pick,face,11
pick,bone,11
pick,microphone,11
pick,kid,11
pick,stone,11
pick,newspaper,10
pick,bottle,10
pick,shape,10
pick,sword,10
pick,name,10
pick,dress,9
pick,card,9
pick,tempo,9
pick,cry,9
pick,tune,9
pick,lock,9
pick,edge,9
pick,highlight,9
pick,plate,9
pick,notch,9
pick,image,9
pick,pen,8
pick,momentum,8
pick,target,8
pick,boy,8
pick,rock,8
pick,strength,8
pick,bill,8
pick,nose,8
pick,one,7
pick,chant,7
pick,odor,7
pick,orange,7
pick,signature,7
pick,tray,7
pick,brass,7
pick,station,6
pick,sign,6
pick,handful,6
pick,steam,6
pick,clipboard,6
pick,message,6
pick,woman,6
pick,melody,6
pick,gleam,6
pick,radio,6
pick,briefcase,6
pick,slack,6
pick,letter,6
pick,girl,6
pick,pot,6
pick,gun,6
pick,key,6
pick,pack,6
pick,flower,5
pick,hammer,5
pick,lint,5
pick,child,5
pick,spoon,5
pick,car,5
pick,shot,5
pick,pistol,5
pick,guy,5
pick,blur,5
pick,bucket,5
pick,kind,5
pick,form,5
pick,case,5
pick,wave,4
pick,color,4
pick,shadow,4
pick,pencil,4
pick,activity,4
pick,crate,4
pick,silhouette,4
pick,bit,4
pick,streak,4
pick,copy,4
pick,table,4
pick,foot,4
pick,scrap,4
pick,person,4
pick,feature,4
pick,footfall,4
pick,pattern,4
pick,fork,4
pick,couple,4
pick,apple,4
pick,chair,4
pick,mate,4
pick,place,4
pick,blip,4
pick,cup,4
pick,hour,4
pick,dust,4
pick,baby,4
pick,part,4
pick,line,4
pick,blue,4
pick,sort,4
pick,datum,4
pick,son,4
pick,flesh,4
pick,vessel,4
pick,brick,4
pick,jacket,4
pick,area,3
pick,swish,3
pick,change,3
pick,rifle,3
pick,fluff,3
pick,noise,3
pick,photo,3
pick,approach,3
pick,cord,3
pick,thread,3
pick,flaw,3
pick,amount,3
pick,embroidery,3
pick,bat,3
pick,battle,3
pick,leaf,3
pick,glow,3
pick,club,3
pick,clothe,3
pick,victim,3
pick,fleck,3
pick,bread,3
pick,drone,3
pick,broadcast,3
pick,surge,3
pick,wall,3
pick,bend,3
pick,irregularity,3
pick,room,3
pick,hide,3
pick,breeze,3
pick,fella,3
pick,litter,3
picture,shadow,4
picture,smile,4
picture,man,4
pierce,air,258
pierce,heart,238
pierce,skin,151
pierce,flesh,80
pierce,darkness,77
pierce,ear,58
pierce,silence,56
pierce,chest,42
pierce,body,32
pierce,soul,31
pierce,her,26
pierce,sky,25
pierce,shoulder,21
pierce,neck,21
pierce,cloud,20
pierce,side,19
pierce,wall,19
pierce,brain,19
pierce,throat,18
pierce,eardrum,17
pierce,room,16
pierce,gloom,15
pierce,fog,14
pierce,canopy,14
pierce,arm,13
pierce,eye,13
pierce,mine,13
pierce,back,12
pierce,thought,12
pierce,armor,11
pierce,lung,10
pierce,mind,10
pierce,palm,9
pierce,skull,8
pierce,breast,8
pierce,shadow,8
pierce,head,7
pierce,mail,7
pierce,organ,6
pierce,stillness,6
pierce,foot,6
pierce,hand,6
pierce,belly,6
pierce,gut,5
pierce,hide,5
pierce,door,5
pierce,vein,5
pierce,blackness,5
pierce,lip,5
pierce,rib,4
pierce,distance,4
pierce,stomach,4
pierce,dimness,4
pierce,mist,4
pierce,shield,4
pierce,veil,4
pierce,roof,4
pierce,surface,4
pierce,window,4
pierce,eyelid,4
pierce,dust,3
pierce,light,3
pierce,face,3
pierce,muscle,3
pierce,haze,3
pierce,cell,3
pierce,noise,3
pierce,shirt,3
pierce,rage,3
pile,top,29
pile,drift,4
pile,debris,4
pile,knot,4
pile,car,4
pile,sand,4
pile,house,3
pile,wood,3
pile,debt,3
pilfer,beauty,4
pillow,head,7
pin,arm,49
pin,her,36
pin,mine,17
pin,wrist,13
pin,shoulder,10
pin,hip,4
pin,notice,4
pin,body,4
pin,head,3
pin,ear,3
pinch,nipple,48
pinch,toe,16
pinch,bridge,15
pinch,cheek,13
pinch,arm,12
pinch,lip,9
pinch,foot,8
pinch,skin,8
pinch,feature,8
pinch,brow,8
pinch,shut,6
pinch,nose,5
pinch,chin,5
pinch,face,4
pinch,ass,4
pinch,clit,3
pinch,wrist,3
ping,tower,5
pink,cheek,6
pinpoint,location,6
pioneer,place,3
pique,interest,66
pique,curiosity,8
piss,pant,5
piss,breech,3
pit,olive,3
pitch,tent,22
pitch,fit,8
pitch,camp,5
pitch,dollar,3
pitch,octave,3
pity,man,3
pivot,chopper,3
placate,mistress,3
place,hand,419
place,plate,33
place,glass,28
place,drink,27
place,cup,25
place,order,25
place,bet,23
place,finger,22
place,tray,21
place,bowl,19
place,call,18
place,palm,16
place,arm,15
place,value,15
place,bag,14
place,platter,11
place,emphasis,10
place,kiss,10
place,beer,10
place,faith,9
place,box,8
place,blanket,8
place,trust,7
place,foot,7
place,chair,7
place,menu,6
place,body,6
place,food,5
place,goblet,5
place,pack,5
place,coffee,5
place,dish,5
place,basket,4
place,letter,4
place,phone,4
place,meal,4
place,device,4
place,longsword,4
place,trilogy,4
place,bottle,4
place,suitcase,4
place,number,4
place,salad,4
place,object,4
place,ring,4
place,life,4
place,head,4
place,bread,4
place,ad,4
place,shot,4
place,casket,3
place,container,3
place,prince,3
place,stethoscope,3
place,demotion,3
place,potato,3
place,copy,3
place,shackle,3
place,hat,3
place,item,3
place,piece,3
place,picture,3
plague,mind,22
plague,thought,6
plague,eye,3
plan,attack,14
plan,wedding,11
plan,trip,10
plan,party,7
plan,future,6
plan,crime,5
plan,way,4
plan,funeral,4
plan,dinner,4
plan,murder,3
plant,seed,21
plant,foot,21
plant,tree,19
plant,kiss,18
plant,width,9
plant,crop,9
plant,bomb,9
plant,fist,8
plant,drug,6
plant,hand,6
plant,boot,5
plant,garden,4
plant,spear,4
plant,bug,4
plant,flower,3
plant,weapon,3
plaster,hair,44
plaster,wall,5
plaster,shirt,4
plaster,face,4
play,trick,1001
play,game,666
play,role,586
play,part,537
play,music,198
play,card,168
play,song,129
play,tune,121
play,havoc,75
play,football,71
play,piano,51
play,soccer,50
play,ball,41
play,guitar,29
play,tag,28
play,baseball,27
play,hand,26
play,waltz,26
play,joke,25
play,golf,25
play,basketball,24
play,instrument,23
play,chess,23
play,poker,22
play,march,19
play,harp,18
play,note,16
play,pool,16
play,flute,16
play,hockey,16
play,tennis,15
play,version,15
play,kind,14
play,dart,13
play,show,13
play,melody,13
play,number,12
play,host,12
play,chord,11
play,domino,11
play,scene,11
play,fiddle,11
play,cricket,11
play,favorite,10
play,story,10
play,jazz,10
play,drum,10
play,dice,9
play,dance,9
play,bridge,9
play,medley,9
play,sport,9
play,bar,8
play,prank,8
play,broadcast,8
play,fanfare,8
play,lot,8
play,up,8
play,record,8
play,checker,7
play,air,7
play,tape,7
play,way,7
play,hell,7
play,hide,6
play,time,6
play,line,6
play,sort,6
play,hail,6
play,set,6
play,scenario,6
play,image,5
play,catch,5
play,arrangement,5
play,factor,5
play,marble,5
play,ringtone,5
play,body,5
play,school,5
play,video,5
play,fool,4
play,other,4
play,politic,4
play,beam,4
play,soldier,4
play,house,4
play,matchmaker,4
play,movie,4
play,side,4
play,team,4
play,peek,4
play,possum,4
play,anthem,4
play,scale,4
play,minute,4
play,rope,4
play,rock,4
play,riff,4
play,phrase,4
play,man,4
play,racquet,4
play,lip,4
play,piece,4
play,hero,4
play,character,3
play,concert,3
play,rhythm,3
play,rage,3
play,downtown,3
play,rain,3
play,lullaby,3
play,gig,3
play,girl,3
play,mix,3
play,theme,3
play,monster,3
play,can,3
play,tap,3
play,cowboy,3
play,opera,3
play,overture,3
play,organ,3
play,news,3
play,blue,3
play,favourite,3
play,standard,3
play,heart,3
play,ballad,3
please,deal,4
please,emperor,3
pleasure,woman,3
pleat,forehead,5
pledge,sword,5
pledge,support,4
pledge,life,3
plop,box,3
plot,course,13
plot,position,6
plot,downfall,3
plough,furrow,5
plow,field,9
plow,furrow,6
plow,road,4
plow,way,4
pluck,nipple,12
pluck,string,7
pluck,note,5
pluck,piece,5
pluck,courage,3
pluck,growth,3
plug,cable,9
plug,ear,5
plug,end,4
plume,air,3
plump,cheek,5
plump,pillow,4
plunder,mouth,34
plunder,her,15
plunder,neighbor,4
plunder,pussy,3
plunder,city,3
plunge,knife,10
plunge,hand,9
plunge,needle,8
plunge,blade,3
plunge,world,3
ply,trade,44
ply,water,12
ply,route,5
ply,ocean,3
pock,house,4
pocket,phone,5
pocket,money,4
point,gun,135
point,finger,133
point,way,124
point,pistol,25
point,weapon,22
point,rifle,18
point,hand,9
point,revolver,9
point,street,8
point,program,8
point,nose,8
point,shotgun,7
point,west,6
point,window,6
point,ear,6
point,camera,5
point,tip,4
point,direction,4
point,thing,4
point,road,4
point,spear,3
point,path,3
point,water,3
point,sword,3
point,square,3
point,knife,3
poison,husband,8
poison,joy,6
poison,air,5
poison,pynvium,4
poison,father,4
poison,blood,4
poison,soul,3
poke,head,441
poke,nose,19
poke,hole,11
poke,fun,9
poke,snout,7
poke,fire,7
poke,face,7
poke,way,7
poke,finger,6
poke,door,5
poke,skin,4
poke,window,3
poke,corner,3
poke,side,3
polish,glass,13
polish,floor,4
polish,gallantry,3
pollute,air,12
pollute,body,3
ponder,question,8
ponder,word,5
ponder,problem,3
pool,resource,3
pool,money,3
pop,head,136
pop,button,15
pop,trunk,8
pop,inch,7
pop,door,7
pop,shirt,6
pop,eye,6
pop,hatch,4
pop,bubble,4
pop,screw,3
pop,pill,3
pop,neck,3
pop,ice,3
populate,screen,6
populate,room,5
portray,man,4
pose,threat,103
pose,danger,24
pose,problem,21
pose,question,19
pose,risk,8
pose,difficulty,6
pose,challenge,4
possess,power,36
possess,ability,28
possess,quality,22
possess,her,15
possess,knowledge,15
possess,sense,11
possess,magic,10
possess,right,9
possess,strength,8
possess,skill,7
possess,feature,7
possess,wisdom,6
possess,human,6
possess,weapon,6
possess,mind,6
possess,intelligence,5
possess,mine,5
possess,body,5
possess,eye,5
possess,beauty,5
possess,talent,5
possess,kind,5
possess,finger,5
possess,immunity,4
possess,mouth,4
possess,influence,4
possess,machine,4
possess,gift,4
possess,lot,4
possess,capability,4
possess,handle,4
possess,organ,4
possess,heart,4
possess,window,4
possess,leaf,3
possess,expression,3
possess,virtue,3
possess,scrap,3
possess,key,3
possess,connection,3
post,guard,8
post,picture,7
post,sign,6
post,fiction,4
post,man,4
post,bail,4
post,thought,3
pound,stair,44
pound,rhythm,32
pound,beat,28
pound,ground,27
pound,pavement,26
pound,mile,22
pound,earth,20
pound,shore,20
pound,roof,19
