subject,verb,object,count
man,step,pace,10
man,have,shock,10
man,study,face,10
man,suffer,attack,10
man,know,difference,10
man,sweep,hat,10
man,swing,door,10
man,take,action,10
man,take,bait,10
man,draw,line,10
man,take,child,10
man,draw,blade,10
man,have,shirt,10
man,keep,gun,10
man,have,dog,10
man,take,liberty,10
man,deserve,death,10
man,have,mean,10
man,jerk,chin,10
man,jab,finger,10
man,take,photo,10
man,cross,threshold,10
man,have,mistress,10
man,take,possession,10
man,take,precaution,10
man,take,responsibility,10
man,cross,line,10
man,have,moral,10
man,take,shelter,10
man,cover,mouth,10
man,have,mother,10
man,commit,act,10
man,come,step,10
man,clutch,arm,10
man,talk,business,10
man,hold,rein,10
man,have,motive,10
man,hold,paper,10
man,claw,way,10
man,think,thought,10
man,whip,head,10
man,catch,wrist,10
man,touch,shoulder,10
man,hold,drink,10
man,carry,woman,10
man,carry,case,10
man,hold,camera,10
man,hold,box,10
man,turn,key,10
man,have,training,10
man,use,body,10
man,utter,cry,10
man,bring,wife,10
man,want,answer,10
man,want,child,10
man,want,girl,10
man,answer,call,10
man,wave,stick,10
man,break,rank,10
man,wear,belt,10
man,approach,woman,10
man,adjust,glass,10
man,arch,brow,10
man,ask,name,10
man,wear,color,10
man,wear,garment,10
man,have,care,10
man,have,personality,10
man,make,response,10
man,marry,daughter,10
man,match,description,10
man,mean,business,10
man,have,burn,10
man,make,note,10
man,murder,people,10
man,have,cut,10
man,need,hand,10
man,have,degree,10
man,have,aura,10
man,need,space,10
manager,shake,head,22
manager,open,door,10
manner,have,effect,11
map,cover,wall,13
map,show,line,10
map,show,road,10
mare,toss,head,16
marriage,take,place,203
mask,cover,face,49
mask,hide,face,10
massacre,take,place,33
master,shake,head,18
master,put,hand,10
master,give,order,10
mat,cover,floor,11
match,take,place,33
mate,shake,head,16
material,contain,content,10
mating,take,place,16
matter,take,course,24
matter,take,turn,19
matter,demand,attention,19
matter,require,attention,15
matter,take,precedence,11
me,hanche,cercle,28
me,rêve,érotique,28
mean,justify,end,13
measure,have,effect,10
medic,shake,head,11
medication,take,effect,10
medium,have,day,36
medium,get,wind,34
medium,get,hold,28
medium,catch,wind,14
medium,pick,story,10
meek,inherit,earth,43
meeting,take,place,385
meeting,last,hour,14
member,take,turn,24
member,take,place,17
member,shake,head,16
member,raise,hand,15
member,have,right,15
member,ask,question,14
member,take,seat,14
member,make,way,12
member,have,access,12
member,have,idea,12
member,have,time,12
member,send,inquiry,12
member,exchange,glance,11
member,earn,book,10
member,find,way,10
memory,flood,mind,101
memory,play,trick,52
memory,make,smile,37
memory,fill,mind,34
memory,bring,smile,31
memory,flood,brain,26
memory,have,power,25
memory,send,shiver,18
memory,bring,tear,17
memory,bring,pain,15
memory,take,place,14
memory,fill,head,13
memory,flood,thought,13
memory,make,shudder,13
memory,take,hold,12
memory,invade,mind,11
memory,haunt,dream,11
memory,grow,dim,11
memory,cross,mind,11
memory,push,way,10
mention,have,effect,15
merchant,shake,head,13
message,make,sense,22
message,have,effect,14
messenger,bring,news,13
messenger,bring,word,12
metal,fold,chair,44
metal,touch,skin,14
metal,give,way,13
metamorphosis,take,place,11
method,constitute,violation,25
mi,dlouhý,rodin,17
mi,dlouhý,čas,17
mind,play,trick,339
mind,conjure,image,62
mind,have,time,44
mind,make,sense,38
mind,make,connection,37
mind,have,trouble,31
mind,race,mile,30
mind,make,leap,26
mind,draw,blank,25
mind,replay,event,21
mind,work,overtime,18
mind,flash,image,17
mind,give,way,17
mind,have,chance,14
mind,play,game,14
mind,replay,scene,14
mind,run,mile,14
mind,tell,body,13
mind,register,fact,13
mind,form,word,13
mind,conjure,picture,11
mind,ask,question,11
mind,replay,image,11
mind,take,hold,11
mind,need,time,11
mind,spin,mile,10
mind,touch,her,10
mind,take,moment,10
mind,have,ability,10
mind,create,image,10
mind,turn,possibility,10
mind,replay,moment,10
minister,clear,throat,21
minister,shake,head,10
minute,make,serving,74
minute,make,difference,53
minute,give,time,24
minuty,vyztužovací,sebe,17
miracle,take,place,34
mirror,reflect,light,15
mirror,line,wall,13
mirror,reflect,image,13
mirror,show,face,10
misery,love,company,66
missile,hit,target,18
missile,have,range,12
mission,take,place,13
mist,fill,air,12
mistake,cost,life,36
mnou,slíznout,zásobníku,17
moan,escape,lip,349
moan,escape,throat,93
moan,escape,mouth,55
moan,fill,room,43
moan,fill,air,32
moan,leave,lip,25
moan,fill,ear,15
moan,reach,ear,10
moin,moin,motard,28
mom,shake,head,86
mom,take,care,55
mom,put,hand,42
mom,give,look,36
mom,open,door,32
mom,roll,eye,31
mom,have,time,26
mom,say,thing,23
mom,have,affair,23
mom,need,help,21
mom,have,thing,21
mom,hold,hand,20
mom,squeeze,hand,19
mom,clear,throat,18
mom,wrap,arm,18
mom,shoot,look,17
mom,have,lot,17
mom,have,problem,17
mom,answer,door,16
mom,narrow,eye,16
mom,tell,story,16
mom,give,hug,15
mom,answer,phone,15
mom,close,eye,14
mom,ask,question,14
mom,have,idea,14
mom,raise,eyebrow,14
mom,take,breath,14
mom,take,hand,14
mom,tell,truth,13
mom,put,arm,13
mom,get,job,13
mom,have,way,12
mom,work,job,12
mom,clap,hand,12
mom,let,sigh,12
mom,purse,lip,12
mom,pat,hand,12
mom,have,sense,11
mom,spend,time,11
mom,tilt,head,11
mom,wave,hand,11
mom,make,cooky,11
mom,have,fit,10
mom,have,cancer,10
mom,leave,room,10
mom,have,hand,10
mom,give,birth,10
mom,give,money,10
mom,wipe,tear,10
mom,say,word,10
mom,call,name,10
mom,have,attack,10
moment,take,place,16
moment,open,door,14
money,change,hand,167
money,buy,happiness,56
money,exchange,hand,30
money,solve,problem,25
money,make,difference,20
money,have,value,18
money,burn,hole,18
money,have,way,13
money,find,way,12
money,make,money,11
money,buy,lot,11
money,buy,thing,11
money,buy,love,10
money,have,effect,10
monk,shake,head,19
monster,take,step,13
monster,open,mouth,12
monster,rear,head,10
month,take,toll,25
month,make,difference,18
mood,take,turn,11
moon,cast,light,82
moon,give,light,60
moon,cast,glow,33
moon,light,way,32
moon,provide,light,27
moon,cast,shadow,25
moon,shed,light,22
moon,light,sky,20
moon,make,appearance,14
moon,show,face,12
moon,have,atmosphere,12
moon,light,path,12
moon,light,face,11
moon,offer,light,10
moonlight,cast,shadow,19
moonlight,cast,glow,11
moonlight,illuminate,face,10
mother,shake,head,293
mother,tell,story,116
mother,open,door,97
mother,take,care,86
mother,give,birth,85
mother,give,look,81
mother,have,time,65
mother,have,idea,64
mother,take,hand,62
mother,hold,hand,60
mother,put,hand,59
mother,have,child,51
mother,leave,room,49
mother,say,word,49
mother,say,thing,48
mother,have,affair,48
mother,have,fit,46
mother,roll,eye,44
mother,raise,eyebrow,42
mother,have,problem,42
mother,ask,question,39
mother,give,smile,39
mother,commit,suicide,39
mother,have,way,38
mother,have,sense,37
mother,love,child,36
mother,spend,time,36
mother,have,attack,35
mother,clear,throat,35
mother,need,help,34
mother,enter,room,33
mother,love,father,33
mother,close,eye,31
mother,have,eye,30
mother,have,hair,30
mother,make,sound,30
mother,wrap,arm,30
mother,teach,manner,30
mother,have,lot,29
mother,marry,father,28
mother,have,friend,28
mother,have,chance,28
mother,make,decision,28
mother,put,arm,28
mother,have,thing,27
mother,tell,truth,27
mother,have,money,27
mother,take,breath,27
mother,have,right,26
mother,have,cancer,26
mother,give,name,26
mother,lose,mind,25
mother,pay,attention,24
mother,raise,hand,24
mother,open,mouth,24
mother,have,stroke,24
mother,place,hand,23
mother,take,life,23
mother,make,noise,22
mother,squeeze,hand,22
mother,have,taste,22
mother,wear,dress,22
mother,work,job,22
mother,have,power,22
mother,have,trouble,22
mother,purse,lip,22
mother,grab,arm,22
mother,answer,phone,22
mother,find,way,22
mother,take,look,22
mother,change,mind,21
mother,leave,father,21
mother,wave,hand,21
mother,brush,hair,21
mother,spend,year,21
mother,give,life,21
mother,marry,man,21
mother,write,letter,21
mother,tell,child,21
mother,open,eye,21
mother,know,thing,20
mother,shoot,look,20
mother,give,child,20
mother,call,name,20
mother,keep,house,19
mother,have,kind,19
mother,make,choice,18
mother,take,step,18
mother,pat,hand,18
mother,close,door,18
mother,have,head,18
mother,turn,head,18
mother,lay,hand,18
mother,make,way,17
mother,raise,head,17
mother,stroke,hair,17
mother,tell,father,17
mother,answer,door,17
mother,give,hug,17
mother,leave,message,17
mother,have,hand,16
mother,leave,house,16
mother,speak,word,16
mother,have,life,16
mother,sing,song,16
mother,have,issue,16
mother,tell,tale,16
mother,have,baby,15
mother,have,plan,15
mother,have,sister,15
mother,keep,eye,15
mother,make,pie,15
mother,meet,father,15
mother,send,love,15
mother,take,child,15
mother,tell,thing,15
mother,hold,arm,14
mother,spend,life,14
mother,grab,hand,14
mother,have,job,14
mother,reach,hand,14
mother,make,mistake,14
mother,kill,father,14
mother,abandon,child,14
mother,know,name,14
mother,give,time,14
mother,make,sign,14
mother,call,police,14
mother,wring,hand,14
mother,have,look,14
mother,make,effort,13
mother,take,turn,13
mother,have,relationship,13
mother,lift,head,13
mother,take,seat,13
mother,work,shift,13
mother,say,name,13
mother,give,number,13
mother,poke,head,13
mother,raise,child,13
mother,have,hope,13
mother,want,child,13
mother,know,truth,13
mother,use,word,13
mother,clap,hand,13
mother,have,ability,13
mother,leave,child,12
mother,hold,child,12
mother,have,word,12
mother,have,son,12
mother,make,point,12
mother,have,reason,12
mother,narrow,eye,12
mother,have,none,12
mother,have,name,12
mother,read,story,12
mother,ring,bell,12
mother,spend,day,12
mother,spend,hour,12
mother,stick,head,12
mother,take,side,12
mother,have,control,12
mother,have,brother,12
mother,cluck,tongue,12
mother,draw,breath,12
mother,have,habit,12
mother,throw,arm,12
mother,use,name,11
mother,see,thing,11
mother,have,knowledge,11
mother,smile,smile,11
mother,smooth,hair,11
mother,have,talent,11
mother,hear,word,11
mother,pat,arm,11
mother,lose,child,11
mother,have,daughter,11
mother,take,charge,11
mother,clasp,hand,11
mother,answer,question,11
mother,bow,head,11
mother,take,sip,11
mother,feel,need,11
mother,have,smile,11
mother,lift,hand,11
mother,lead,life,11
mother,make,dinner,11
mother,tilt,head,11
mother,have,heart,11
mother,raise,eye,11
mother,raise,voice,11
mother,take,arm,10
mother,take,baby,10
mother,have,breakdown,10
mother,keep,secret,10
mother,receive,letter,10
mother,have,patience,10
mother,turn,eye,10
mother,press,hand,10
mother,play,piano,10
mother,have,point,10
mother,lock,door,10
mother,give,laugh,10
mother,prepare,meal,10
mother,have,strength,10
mother,give,permission,10
mother,have,intention,10
mother,give,nod,10
mother,have,fight,10
mother,wipe,hand,10
mother,catch,eye,10
mother,ask,father,10
mother,shoot,father,10
mother,shoot,glance,10
mother,have,disease,10
mother,have,dinner,10
mother,slap,hand,10
mother,keep,child,10
mother,tell,mother,10
mother,have,day,10
mother,kiss,cheek,10
mother,change,subject,10
mother,make,sense,10
mother,get,job,10
mother,have,choice,10
mother,give,instruction,10
mother,clean,house,10
mother,cast,glance,10
motion,catch,eye,61
motion,catch,attention,26
motion,draw,eye,19
motion,draw,attention,15
mountain,give,way,11
mouth,cover,her,207
mouth,form,word,117
mouth,find,her,84
mouth,form,line,76
mouth,meet,her,64
mouth,touch,her,63
mouth,leave,her,59
mouth,cover,mine,54
mouth,capture,her,53
mouth,clamp,shut,45
mouth,claim,her,44
mouth,form,smile,39
mouth,find,nipple,37
mouth,take,her,37
mouth,find,breast,36
mouth,cover,nipple,33
mouth,devour,her,27
mouth,take,possession,25
mouth,make,line,25
mouth,make,contact,25
mouth,make,way,22
mouth,leave,mine,20
mouth,form,circle,20
mouth,brush,ear,19
mouth,make,sound,19
mouth,find,neck,18
mouth,brush,her,17
mouth,move,neck,17
mouth,make,shape,17
mouth,work,way,17
mouth,form,shape,17
mouth,find,way,17
mouth,leave,breast,17
mouth,touch,mine,16
mouth,meet,mine,16
mouth,crush,her,16
mouth,shape,word,16
mouth,leave,lip,16
mouth,make,noise,16
mouth,take,twist,15
mouth,trail,kiss,15
mouth,snap,shut,15
mouth,make,word,14
mouth,capture,mine,14
mouth,make,love,14
mouth,replace,hand,14
mouth,seek,her,14
mouth,touch,ear,14
mouth,say,thing,13
mouth,replace,finger,12
mouth,hover,inch,12
mouth,work,magic,12
mouth,capture,nipple,12
mouth,ravage,her,12
mouth,follow,path,12
mouth,find,spot,12
mouth,plunder,her,12
mouth,trail,neck,12
mouth,cover,breast,11
mouth,hit,floor,11
mouth,have,taste,11
mouth,have,look,11
mouth,take,curve,11
mouth,form,pout,11
mouth,possess,her,10
mouth,cover,pussy,10
mouth,graze,ear,10
mouth,explore,her,10
mouth,fall,slack,10
mouth,form,name,10
mouth,leave,trail,10
mouth,crush,mine,10
mouth,take,mine,10
move,take,place,12
movement,catch,eye,534
movement,catch,attention,309
movement,draw,attention,91
movement,draw,eye,35
movement,attract,attention,30
movement,draw,gaze,24
movement,cause,pain,24
movement,take,place,21
movement,catch,corner,19
movement,have,effect,18
movement,send,pain,14
movement,send,wave,13
movement,bring,pain,12
movement,bring,attention,11
movement,grab,attention,10
mrtvé,pokle,nádherné,17
mural,cover,wall,13
murder,take,place,295
murder,make,sense,14
murder,have,effect,11
murmur,fill,air,10
muscle,give,way,18
muscle,protest,movement,14
muscle,grow,taut,11
muscle,have,muscle,10
muscle,grip,finger,10
music,fill,room,81
music,fill,air,74
music,fill,car,18
music,fill,ear,18
music,reach,crescendo,16
music,have,effect,14
music,have,power,11
music,fill,hall,11
music,give,way,10
music,drown,voice,10
music,fill,space,10
musician,strike,tune,19
musician,tune,instrument,12
musician,play,tune,11
musician,play,instrument,10
mustache,cover,lip,11
mého,krku,raman,17
même,façon,revien,28
même,tend,chose,28
nahé,dívky,kohout,17
nail,rake,back,31
nail,score,back,18
nail,draw,blood,16
nail,scratch,back,11
nail,break,skin,10
nail,leave,mark,10
nail,scrap,back,10
name,ring,bell,277
name,roll,tongue,62
name,have,power,46
name,leave,lip,45
name,catch,eye,41
name,have,meaning,30
name,escape,lip,30
name,carry,weight,28
name,pass,lip,28
name,have,ring,27
name,catch,attention,23
name,open,door,22
name,strike,chord,21
name,have,effect,20
name,shake,head,20
name,cross,lip,19
name,make,difference,17
name,send,chill,17
name,slip,mind,17
name,send,shiver,16
name,light,screen,14
name,make,sense,14
name,have,significance,13
name,bring,memory,13
name,have,sound,12
name,conjure,image,11
name,strike,fear,11
name,carry,lot,11
name,leave,mouth,11
name,jog,memory,10
nature,take,course,182
nature,abhor,vacuum,31
nature,have,way,25
nature,take,care,19
nature,find,way,12
nazie,choose,raciale,28
nebyl,nikdy,fungovat,17
neck,meet,shoulder,128
neck,join,shoulder,19
neck,flush,red,14
neck,meet,collarbone,11
need,outweigh,need,33
need,take,precedence,16
need,take,hold,12
need,take,care,10
needle,pierce,skin,29
needle,prick,skin,10
needle,prick,arm,10
negotiation,take,place,36
neighbor,call,police,44
neighbor,call,cop,35
neighbor,open,door,14
neighbor,hear,shot,12
nerve,give,way,19
news,reach,ear,36
news,shake,head,29
news,have,effect,26
news,find,way,12
news,reach,city,10
newspaper,carry,story,25
newspaper,get,hold,20
newspaper,run,story,18
newspaper,get,wind,16
newspaper,have,day,10
night,take,toll,37
night,give,way,23
night,change,life,17
night,follow,day,16
night,take,turn,16
no,shake,head,13
noise,catch,attention,126
noise,draw,attention,87
noise,fill,air,49
noise,fill,ear,43
noise,reach,ear,41
noise,attract,attention,39
noise,fill,room,38
noise,make,jump,24
noise,escape,throat,21
noise,drown,sound,21
noise,escape,lip,18
noise,break,silence,18
noise,fill,head,15
noise,grab,attention,15
noise,cover,sound,14
noise,drown,voice,13
noise,get,attention,12
noise,interrupt,thought,12
